"Pitch_angle","Pitch_angle_std","Hub_temperature","Hub_temperature_std","Generator_converter_speed","Generator_converter_speed_std","Generator_speed","Generator_speed_std","Generator_bearing_1_temperature","Generator_bearing_1_temperature_std","Generator_bearing_2_temperature","Generator_bearing_2_temperature_std","Generator_stator_temperature","Generator_stator_temperature_std","Gearbox_bearing_1_temperature","Gearbox_bearing_1_temperature_std","Gearbox_bearing_2_temperature","Gearbox_bearing_2_temperature_std","Gearbox_inlet_temperature","Gearbox_inlet_temperature_std","Gearbox_oil_sump_temperature","Gearbox_oil_sump_temperature_std","Nacelle_angle","Nacelle_temperature_std","Absolute_wind_direction","Outdoor_temperature_std","Grid_frequency","Grid_frequency_std","Rotor_speed","Rotor_speed_std","Rotor_bearing_temperature","Rotor_bearing_temperature_std","Nacelle_angle_c","AbsWindSin","AbsWindCos","Y"
-1.01,0,14.99,0.14,1470.16,130.84,1471.9301,131.13,42.689999,0.56,39.93,0.31,61.34,0.66000003,65.07,0.68000001,68.529999,0.81999999,56.52,0.41,58.310001,0.30000001,46.220001,0.50999999,57.580002,0.14,50.02,0.0099999998,14,1.25,30.23,0.059999999,46.220001,0.844140853944729,0.536121458907833,433.412011
-1,0,24,0,927.65002,5.0900002,927.67999,5.0900002,42.18,0.38,42.639999,0.28999999,61.09,0.56999999,57.400002,0.15000001,58.799999,0.22,54.400002,0.079999998,55.779999,0.079999998,302.89999,0.17,312.67999,0.050000001,50.02,0.0099999998,8.8000002,0.050000001,33.360001,0.039999999,302.89999,-0.735151391069864,0.677902966661191,38.402
12.62,20.879999,29,0,697.58002,62.720001,697.69,62.830002,42.959999,0.72000003,44.029999,0.57999998,60.66,0.77999997,55.950001,0.38,57.110001,0.64999998,51.900002,0.18000001,53.23,0.12,349,0.30000001,341.54999,0.1,50.009998,0.0099999998,6.6300001,0.60000002,34.700001,0.029999999,349,-0.316477132743548,0.948600139389839,14.939
-1,0,27.99,0.059999999,1228.88,84.43,1229.84,84.57,42.080002,0.5,40.68,0.27000001,59.119999,0.50999999,61.830002,0.20999999,65.18,0.20999999,55.23,0.20999999,56.799999,0.16,165.71001,0.66000003,157,0.1,49.990002,0.0099999998,11.69,0.81,39.560001,0.039999999,165.71001,0.390731128489274,-0.92050485345244,229.922989
-1,0,26,0,1073.87,120.1,1074.24,120.28,42.650002,0.68000001,43.16,0.51999998,61.389999,0.88,60.060001,0.37,62.439999,0.68000001,55.150002,0.15000001,56.470001,0.1,190.95,0.37,192.59,0.13,50.009998,0.0099999998,10.2,1.15,34.540001,0.059999999,190.95,-0.217972908467683,-0.975954820252525,127.051
44.990002,0,28,0,100.58,2.25,99.699997,2.25,38.630001,0.02,35.439999,0.12,46.09,0.17,39.91,0.090000004,40.700001,0.0099999998,40.900002,0.029999999,42.099998,0.02,46.07,0.050000001,27.290001,0.029999999,49.990002,0.0099999998,0.94,0.02,30.299999,0,46.07,0.458494470045166,0.888697260566276,-3.695
-1,0,26,0,1386.75,102.91,1387.54,103.08,43.810001,0.36000001,42.130001,0.090000004,60.259998,0.57999998,59.939999,0.28999999,65.059998,0.30000001,49.950001,0.22,56.279999,0.17,20.83,0.14,19.24,0.050000001,50,0.0099999998,13.19,0.99000001,36.73,0.029999999,20.83,0.32952586562377,0.944146547885923,356.939989
-1,0,17,0,935.87,19.299999,936.26001,19.33,39.43,1.09,42.459999,0.69,60.82,1.12,57.810001,0.33000001,60.799999,0.22,55.75,0.16,57.540001,0.13,165.71001,0.63,150.58,0.079999998,50,0.0099999998,8.8900003,0.19,30.030001,0.1,165.71001,0.491207834691256,-0.87104240031007,43.9680011
-1,0,24,0,1265.77,145.35001,1266.6801,145.58,42.240002,0.46000001,41.119999,0.23,59.189999,0.77999997,61.759998,0.58999997,65.169998,0.61000001,55.950001,0.34,57.470001,0.25,249.12,1.11,251.2,0.28,49.990002,0.0099999998,12.04,1.39,35.830002,0.0099999998,249.12,-0.946649260115696,-0.322265695230511,259.403
-0.82999998,0.55000001,14,0,1785.9399,48.470001,1787.97,48.57,38.98,0.56999999,34.18,0.15000001,63.790001,0.77999997,67.459999,1.01,71.940002,0.5,50.439999,2.3800001,58.330002,0.52999997,161.32001,0.18000001,160.5,0.050000001,50,0.0099999998,17.02,0.47,33.790001,0.050000001,161.32001,0.333806859233771,-0.942641491092178,1310.057
-1,0,26,0.0099999998,1144.5699,81.540001,1145.51,81.669998,47.740002,0.37,44.560001,0.15000001,64.279999,0.63999999,63.459999,0.28999999,66.410004,0.43000001,57.139999,0.13,58.799999,0.07,296.32001,0.13,283.60001,0.02,49.990002,0.0099999998,10.88,0.77999997,37.290001,0.029999999,296.32001,-0.971960959538491,0.235142282741783,176.474
-1.01,0,22,0,1752.11,45.18,1753.66,45.259998,40.610001,0.92000002,37.82,0.44999999,62.709999,0.93000001,62.18,0.73000002,70.589996,0.22,46.060001,0.54000002,56.150002,0.36000001,297.42001,0.58999997,301.45001,0.039999999,50.009998,0.0099999998,16.700001,0.43000001,36.450001,0.039999999,297.42001,-0.853095714586176,0.521754445840858,894.245989
-1.01,0,13.99,0.07,982.23999,67.779999,982.54999,67.919998,41.32,0.18000001,37.139999,0.18000001,61.23,0.56,50.310001,0.34999999,51.240002,0.51999998,44.049999,0.16,45.299999,0.13,192.05,0.07,209.82001,0.039999999,49.990002,0.0099999998,9.3299999,0.64999998,24.5,0.090000004,192.05,-0.497276989453295,-0.867591837075631,76.0440011
-1,0,22,0,1315.36,109.14,1316.67,109.35,40.110001,0.28,39.939999,0.11,58.450001,0.44,60.23,0.16,63.639999,0.19,53.130001,0.19,54.75,0.1,345.70999,0.95999998,353.60999,0.090000004,49.990002,0.0099999998,12.52,1.04,30.65,0.15000001,345.70999,-0.11129565873615,0.993787339598612,311.532
-1.01,0,13,0,1439.6899,179.50999,1441.01,179.87,42.5,0.49000001,40.619999,0.23,60.990002,0.69999999,65.629997,0.77999997,69.550003,0.72000003,57.009998,0.40000001,58.759998,0.33000001,175.59,0.30000001,177.39,0.079999998,50.02,0.0099999998,13.7,1.72,28.700001,0.11,175.59,0.0455373406931849,-0.998962637240549,435.491
-1,0,13,0,926.21997,1.75,926.90997,1.74,41.759998,0.34,42.630001,0.31,62.279999,0.57999998,53.59,0.14,54.869999,0.15000001,50.799999,0.090000004,52.130001,0.079999998,125.1,0.18000001,129.46001,0.050000001,50,0.0099999998,8.79,0.02,26.469999,0.059999999,125.1,0.77206835075863,-0.635539504481704,11.881
-1,0,24,0,1650.35,47.900002,1651.8199,47.990002,42.139999,0.46000001,38.529999,0.37,60.080002,0.47,67.519997,1.61,71.199997,0.97000003,56.970001,0.75999999,58.73,0.74000001,346.81,1.3200001,344.95999,0.079999998,49.990002,0.0099999998,15.72,0.46000001,34.91,0.12,346.81,-0.259493493969345,0.965744855843189,640.838989
-1.01,0,18.559999,0.43000001,1022.92,46.34,1023.65,46.43,41.599998,0.36000001,39.650002,0.25,59.900002,0.47,59.27,0.090000004,61.84,0.18000001,54.860001,0.11,56.529999,0.079999998,60.34,0.28999999,79.470001,0.079999998,50.009998,0.0099999998,9.7200003,0.44,32,0,60.34,0.983159357677436,0.182750314394506,106.2059989
-1,0.029999999,9,0.14,1797.85,11.71,1799.9301,11.74,41.080002,0.25,32.450001,0.1,63.529999,0.56999999,70.330002,0.23999999,72.510002,0.18000001,37.470001,3.54,51.77,0.23999999,54.849998,1.8099999,56.709999,0.0099999998,50.02,0.0099999998,17.139999,0.11,29.290001,0.02,54.849998,0.835903161616426,0.548876948322356,1300.92689
-1.01,0,23.68,0.33000001,1363.14,144.72,1364.17,144.97,25.860001,0.31999999,24.940001,0.34,32.189999,1.02,51.5,2.51,48.59,2.1600001,35.57,0.28999999,36.189999,0.55000001,302.89999,0.17,304.17999,0.2,49.990002,0.0099999998,12.97,1.39,25.58,0.23,302.89999,-0.827276826045882,0.561794493642872,354.464989
-1,0,21.16,0.23999999,1176.6801,27.540001,1177.36,27.58,41.299999,0.87,39.360001,0.50999999,59.290001,1,59.16,0.56999999,63.860001,0.38,54.599998,0.31,56.450001,0.30000001,255.53,0.92000002,218.89,0.090000004,50.029999,0.0099999998,11.18,0.25999999,35.799999,0.039999999,255.53,-0.627827219032374,-0.778352736901513,192.610989
-1.01,0,13.22,0.30000001,954.76001,64.220001,955.46002,64.339996,34.849998,0.63999999,36.349998,0.52999997,57.259998,0.99000001,48.77,0.18000001,50,0.20999999,40.990002,0.28999999,42.82,0.13,150.34,1.26,161.22,0.079999998,50.02,0.0099999998,9.0699997,0.61000001,23.059999,0.059999999,150.34,0.321935232674661,-0.946761694389201,66.2210011
-1,0,18,0,926.51001,1.26,927.06,1.25,37.790001,0.34,36.529999,0.33000001,59.279999,0.46000001,55.060001,0.079999998,56.720001,0.1,53.68,0.090000004,55.110001,0.079999998,171.2,0.44,169.7,0.059999999,49.990002,0.0099999998,8.8000002,0.02,29.940001,0.029999999,171.2,0.17880221511635,-0.983885037933542,19.537
89.980003,0,7,0,3.95,0.0099999998,0,0.02,6.5,0.0099999998,4.8000002,0.0099999998,8.6000004,0.0099999998,15.3,0.0099999998,16.290001,0.02,23.23,0.079999998,24.42,0.19,2.1700001,0.16,123.19,0.02,49.98,0.0099999998,0,0,1.88,0.039999999,2.1700001,0.836859868524955,-0.547417172230096,-7.33600022
-1.01,0,20,0,1612.67,70.040001,1614.4399,70.169998,43.209999,1.0599999,43.16,0.44,60.91,1.09,62.560001,2.1099999,69.720001,0.77999997,48.09,4.48,56.990002,0.98000002,115.99,0.92000002,106.32,0.039999999,50.029999,0.0099999998,15.36,0.67000002,36.009998,0.050000001,115.99,0.959707262339067,-0.281001727065251,606.584978
-1,0,31,0,1071.53,9.8599997,1072.21,9.8699999,49.610001,0.28,45.34,0.20999999,62.990002,0.64999998,61.23,0.1,62.959999,0.029999999,55.009998,0.13,56.240002,0.11,241.44,0.07,225.85001,0.079999998,49.98,0.0099999998,10.18,0.1,37.240002,0.050000001,241.44,-0.717518847486713,-0.696539089715243,130.065
-1.01,0,11,0,1673.1899,89.239998,1675.0699,89.43,36.77,1.29,31.91,0.61000001,59.57,1.55,66.739998,0.56,72.010002,0.50999999,57.48,0.74000001,59.619999,0.14,251.32001,1.02,249.66,0.0099999998,50.029999,0,15.94,0.86000001,28.24,0.039999999,251.32001,-0.937646499297236,-0.347590336971037,675.213989
44.990002,0,29,0,117.4,4.77,116.19,4.77,40.950001,0.050000001,36.369999,0.029999999,45.110001,0.12,47.240002,0.079999998,48.060001,0.050000001,48.529999,0.059999999,49.59,0.029999999,97.660004,0.059999999,95.889999,0.090000004,49.990002,0.0099999998,1.1,0.050000001,32.700001,0,97.660004,0.994720744440065,-0.102618909468981,-2.045
44.990002,0,22.02,0.12,86.800003,20.379999,85.739998,20.379999,44,0,42.099998,0.029999999,56.450001,0.11,50.720001,0.28,52.509998,0.19,51.189999,0.63999999,53.540001,0.17,342.42001,0.07,329.23999,0.02,49.98,0.0099999998,0.81,0.19,31.309999,0.050000001,342.42001,-0.511443222982916,0.859317071670781,-1.671
-1,0,21.540001,0.41999999,1421.33,36.700001,1422.9301,36.77,40.240002,0.68000001,36.59,0.38,58.889999,1.0599999,60.560001,1.54,66.43,0.91000003,55.16,0.85000002,57.07,0.62,259,1.61,250.66,0.16,50.02,0.0099999998,13.53,0.34999999,34.299999,0.090000004,259,-0.943569979028291,-0.331173209478894,382.812011
89.989998,0,26,0,2.8,0.0099999998,0,0.050000001,40.099998,0.02,34.560001,0.07,50.630001,0.15000001,41.32,0.059999999,45.580002,0.1,43.330002,0.18000001,48.799999,0.11,70.220001,0.059999999,74.790001,0.02,49.990002,0.0099999998,0,0,29.35,0.0099999998,70.220001,0.964970723709202,0.26235758495637,-2.078
89.980003,0,8.5200005,0.31999999,32.740002,808.34998,34.869999,808.44,31.030001,0.23,29.58,0.47,63.990002,1.04,60.540001,3.1400001,63.439999,2.3599999,38.860001,3.1600001,48.380001,0.70999998,71.870003,0.63,68.830002,0.18000001,49.990002,0.0099999998,0.34999999,7.6999998,23.549999,0.090000004,71.870003,0.932513032194089,0.361136324382062,-6.28000022
44.98,0,13,0,120.01,5.6399999,118.8,5.6500001,40.599998,0.0099999998,36.950001,0.17,55.939999,0.27000001,47.779999,0.16,49.880001,0.15000001,49.830002,0.1,51.459999,0.11,228.27,0.029999999,237.36,0.029999999,49.970001,0.0099999998,1.12,0.050000001,27.48,0.079999998,228.27,-0.842076058772692,-0.539358796388684,-1.946
44.990002,0,33,0.19,2.55,0.0099999998,0.63,0.07,46.41,0.11,45.540001,0.12,62.900002,0.13,49.939999,0.30000001,53.349998,0.23,46.389999,0.74000001,54.049999,0.18000001,238.14999,0.14,24.940001,0.31,49.970001,0.0099999998,0,0,37.290001,0.11,238.14999,0.421668962718348,0.906749847466231,-4.894
44.98,0,21,0,60.700001,4.3499999,59.610001,4.3499999,40.98,0.039999999,42.259998,0.059999999,54.310001,0.12,46.580002,0.17,49.150002,0.050000001,46.849998,0.74000001,51.169998,0.1,31.809999,0.07,26.540001,0.14,50,0.0099999998,0.56,0.039999999,26.860001,0.039999999,31.809999,0.446822501985438,0.894622630900579,-1.308
-1,0,31,0,1029.29,216.42,1029.65,216.73,47.27,0.46000001,45.639999,0.13,62.509998,0.75999999,60.91,1.29,64.099998,1.24,51.48,0.92000002,57.82,0.43000001,260.32999,0.059999999,297.17001,0.38999999,49.990002,0.0099999998,9.7700005,2.0699999,39.59,0.050000001,260.32999,-0.889655507578665,0.456632322372111,104.0829989
44.98,0,25.99,0.38,96,26.370001,95.089996,26.370001,36.380001,0.050000001,36.720001,0.039999999,44.099998,0.11,38.27,0.12,38.919998,0.029999999,38.73,0.16,39.77,0.07,231.56,0.11,229.28,0.43000001,50,0.0099999998,0.89999998,0.25,27.1,0,231.56,-0.757906664730213,-0.652363002903693,-2.72699989
-1,0,14,0.0099999998,1775.11,59.57,1777.36,59.689999,44.700001,0.31999999,37.860001,0.11,64.860001,0.47999999,62.490002,0.28999999,70.300003,0.23999999,46.630001,0.25,55.119999,0.12,229.37,0.1,229.44,0.090000004,49.990002,0.0099999998,16.92,0.56999999,33.860001,0.02,229.37,-0.759725448379304,-0.650243987350029,833.625
-1.01,0,9,0,930.21002,7.9699998,930.37,7.98,38.220001,0.25999999,35.630001,0.25999999,62.52,0.44999999,49.220001,0.20999999,50.48,0.36000001,45.779999,0.079999998,47.240002,0.039999999,158.02,0.12,167.21001,0.039999999,50.060001,0.0099999998,8.8299999,0.079999998,23.07,0.059999999,158.02,0.221378128374222,-0.975188045598143,36.301
36.07,44.82,22.93,0.31999999,972.21997,105.1,973.92999,105.26,41.259998,0.70999998,40.119999,0.2,63.220001,0.47999999,65.239998,0.92000002,69.389999,0.70999998,49.369999,0.5,57.700001,0.37,201.92999,0.30000001,201.50999,0.050000001,50.009998,0.0099999998,9.2700005,1.01,38.380001,0.0099999998,201.92999,-0.366663447263798,-0.930353651274948,367.225
16.450001,22.219999,26,0.059999999,611.06,13.17,611.31,13.19,36.450001,0.16,36.740002,0.11,47.830002,0.87,46.029999,0.69999999,43.98,0.60000002,40.549999,0.28999999,41.639999,0.25,263.26001,0.090000004,259.26999,0.19,50,0.0099999998,5.8099999,0.13,27.879999,0.13,263.26001,-0.982515414546392,-0.18618125624974,-8.85400033
-1.01,0,15,0,1797.97,3.4300001,1799.87,3.4400001,34.529999,1.02,37.810001,0.23,60.779999,0.97000003,68.150002,0.14,71.879997,0.079999998,35.310001,0.80000001,50.209999,0.30000001,238.14999,0.89999998,231.10001,0.050000001,50,0.0099999998,17.139999,0.039999999,34.139999,0.12,238.14999,-0.778243258126238,-0.627962921820276,1115.412
-1.01,0,14,0,1197.4301,36.5,1198.28,36.57,45.330002,0.23999999,44.599998,0.18000001,64.690002,0.56,61.939999,0.1,65.870003,0.11,56.560001,0.28999999,58.09,0.079999998,252.42,1.72,248.35001,0.059999999,49.990002,0.02,11.38,0.34999999,30.959999,0.039999999,252.42,-0.929454947012746,-0.368935633239097,205.624
-1,0,29,0,1592.79,198.88,1593.61,199.14999,41.169998,0.36000001,45.16,0.17,59.41,0.68000001,62.619999,1.11,67.610001,1,50.07,0.41,55.82,0.38999999,207.42,0.22,199.08,0.079999998,50.02,0.0099999998,15.16,1.91,39.84,0.07,207.42,-0.326888029654943,-0.945063075179805,579.382
-1,0,29,0,963.12,19.76,963.47998,19.780001,41.380001,0.47999999,41.650002,0.31999999,59.450001,0.68000001,59.240002,0.23999999,60.77,0.34,55.98,0.30000001,57.75,0.090000004,63.25,0.69,57.77,0.02,50,0.0099999998,9.1499996,0.19,37.02,0.0099999998,63.25,0.845914036780289,0.533319268710662,78.475
-1,0,24,0,1786.64,23.17,1787.99,23.209999,40.200001,0.57999998,40.060001,0.27000001,61.119999,0.58999997,66.660004,1.33,70.82,0.56,55.689999,0.94,57.23,0.73000002,55.950001,0.1,50.43,0.039999999,50,0.0099999998,17.02,0.22,38.459999,0.039999999,55.950001,0.770846891560821,0.637020462599923,996.645011
-1.01,0,13,0,1558.7,92.010002,1560.23,92.190002,42.450001,0.22,39.57,0.07,63.540001,0.47,59.57,1,66.980003,0.37,51.150002,2.8900001,55.57,0.34999999,53.759998,0.63999999,40.380001,0,50.02,0.02,14.84,0.88,31.719999,0.079999998,53.759998,0.647854047861174,0.761764486353815,533.017
-1,0,19,0.050000001,1012,66.120003,1012.9,66.25,40.830002,1.01,42.869999,0.5,62.349998,0.88,56.540001,0.31999999,59.18,0.52999997,52.580002,0.15000001,54.650002,0.079999998,34,1.5,38,0.090000004,50,0.0099999998,9.6199999,0.63,30.48,0.11,34,0.615661475325658,0.788010753606722,100.4969967
-0.93000001,0.33000001,27,0,1793.09,25.43,1794.54,25.49,43.939999,0.63,39.639999,0.34,65.93,1.01,72.839996,0.69999999,73.279999,0.38999999,54.68,0.60000002,56.169998,0.5,223.06,0.77999997,206.78,0.15000001,50.02,0.0099999998,17.09,0.23999999,33.040001,0.25999999,223.06,-0.450565941998955,-0.892743150021659,1304.612
-1.01,0,8.0799999,0.2,1503.9,42.110001,1505.8199,42.23,42.25,0.20999999,36.5,0.38999999,61,0.51999998,60.400002,1.86,68.339996,0.54000002,48.43,1.98,57.43,0.94999999,137.17,0.82999998,145.61,0.059999999,49.990002,0.0099999998,14.32,0.40000001,25.23,0.090000004,137.17,0.564822985348254,-0.825212091054346,464.179011
3.9000001,2,12.96,0.22,1734.4301,15.72,1736.8,15.76,41.759998,0.16,32.59,0.16,62.869999,0.40000001,60.860001,0.15000001,69.610001,0.14,47.139999,0.25999999,55.419998,0.20999999,26.32,0.13,26.040001,0.07,50,0.0099999998,16.540001,0.15000001,30,0.029999999,26.32,0.438998532207501,0.898487778837119,742.236978
-1.01,0,19.59,0.41999999,1372.17,92.629997,1373.35,92.790001,39.599998,0.25,40.689999,0.090000004,58.299999,0.56999999,61.68,0.75,66.410004,0.62,55.59,0.34,57.27,0.30000001,164.61,1.27,173.42,0.090000004,49.990002,0.0099999998,13.06,0.88999999,32.77,0.050000001,164.61,0.11459039098835,-0.993412825714032,343.058
-1,0,15,0,1628.65,91.779999,1630.61,91.949997,44.509998,1,38.490002,0.54000002,63.93,0.69999999,67.489998,0.18000001,71.300003,0.15000001,58.060001,0.28999999,59.52,0.22,270.67001,3.0599999,256.38,0.059999999,50.029999,0.0099999998,15.52,0.88,32.939999,0.090000004,270.67001,-0.971878861283288,-0.235481377163245,621.622022
-1,0,26.049999,0.090000004,962.08002,58.48,962.47998,58.580002,46.139999,0.43000001,45.299999,0.33000001,63.259998,0.66000003,61.48,0.41,62.799999,0.54000002,56.959999,0.16,58.490002,0.079999998,45.389999,0.25999999,2.8299999,0.23999999,50,0.0099999998,9.1400003,0.56,36.330002,0.07,45.389999,0.0493727350028679,0.998780422834938,61.1940011
-1,0,24,0,1530.83,95.349998,1531.71,95.5,44.389999,0.51999998,40.130001,0.18000001,63.650002,0.74000001,64.830002,0.50999999,69.300003,0.33000001,50.57,0.31999999,57.27,0.18000001,272.78,0.31999999,273.01999,0.2,49.98,0.0099999998,14.57,0.91000003,38.060001,0.050000001,272.78,-0.998611214415054,0.0526843662246232,508.530989
-1.01,0,8.2799997,0.34999999,1474.17,101.1,1475.48,101.32,37.310001,0.40000001,37.669998,0.18000001,58.490002,0.51999998,63.259998,0.41,68.599998,0.44,57.290001,0.17,59.52,0.11,53.759998,0.38,60.349998,0.079999998,49.990002,0.0099999998,14.03,0.97000003,27.49,0.07,53.759998,0.869063535618251,0.494700486212319,445.336011
-1,0,19.02,0.1,1262.74,158.66,1263.87,158.94,45.110001,0.47,40.259998,0.40000001,62.779999,0.64999998,63.619999,0.54000002,66.68,0.68000001,55.959999,0.2,57.57,0.13,280.95001,0.23999999,281.72,0.20999999,50,0.0099999998,12.01,1.52,34.099998,0,280.95001,-0.979151964845835,0.203129096238183,265.364989
-1,0,22,0,1026.76,82.57,1027.4,82.68,43.549999,0.47,43.16,0.31,62.189999,0.62,56.509998,0.28,58.209999,0.30000001,49.200001,0.2,50.419998,0.14,25.91,0.31,355.79999,0.23,49.990002,0.0099999998,9.75,0.79000002,29.32,0.079999998,25.91,-0.0732383711918436,0.997314464441966,108.0429967
-1,0,15.02,0.12,1505.84,75.639999,1507.3101,75.790001,46.060001,0.36000001,40.279999,0.2,63.779999,0.63,65.879997,0.41999999,69.769997,0.51999998,57.02,0.2,58.869999,0.20999999,24.120001,0.12,17.24,0.079999998,50.02,0.0099999998,14.34,0.72000003,30.290001,0.029999999,24.120001,0.296374888035301,0.955071686179662,465.971989
-1.01,0,15,0.059999999,940,58.41,939.87,58.52,25.950001,0.23,23.66,0.13,32.349998,0.41999999,41.91,2.02,41.419998,1.95,35.66,0.47,37.82,0.41,80.099998,0.079999998,69.25,0.039999999,49.990002,0.0099999998,8.9200001,0.56,20.299999,0.11,80.099998,0.935135209686012,0.354291037997716,68.399
-1,0,23,0.039999999,965.71997,93.400002,965.97998,93.559998,42.82,0.23999999,41.919998,0.16,60.060001,0.61000001,54.27,0.46000001,55.25,0.69999999,49.689999,0.2,50.919998,0.14,57.049999,0.11,59.919998,0.5,49.990002,0.0099999998,9.1700001,0.88999999,29.629999,0.090000004,57.049999,0.865326410634577,0.501208742001055,61.7440011
-1,0,20,0,1165.35,28.41,1166.52,28.469999,43.91,0.85000002,43.360001,0.31,63.34,0.75999999,61.110001,0.14,65.610001,0.18000001,55.5,0.14,57.389999,0.07,147.05,1.98,148.92999,0.090000004,49.98,0.0099999998,11.08,0.27000001,31.34,0.1,147.05,0.516085067178749,-0.856537333357459,184.702011
-1,0,21.059999,0.2,1313.63,137.21001,1314.52,137.44,45.59,0.44,44.18,0.28,64.809998,0.68000001,63.59,0.91000003,67.199997,1.35,56.990002,0.34999999,58.389999,0.27000001,57.419998,0.18000001,73.559998,0.60000002,49.990002,0.0099999998,12.5,1.3099999,34.200001,0.0099999998,57.419998,0.959116619376657,0.283011148959706,305.053011
-1,0,15,0,1003.54,48.689999,1004.03,48.779999,39.09,0.33000001,37.080002,0.22,59.459999,0.46000001,57.02,0.15000001,59.75,0.17,53.889999,0.18000001,55.849998,0.079999998,8.3000002,0.31999999,343.45001,0.079999998,49.990002,0.0099999998,9.5299997,0.46000001,28.809999,0.079999998,8.3000002,-0.284851797215733,0.958571569379651,95.1949967
44.98,0,15,0,99.75,2.5899999,98.07,2.5899999,35.389999,0.12,30.379999,0.1,41.490002,0.17,40.869999,0.050000001,41.939999,0.090000004,41.950001,0.050000001,43.790001,0.090000004,63.639999,0.090000004,78.540001,0,49.990002,0.0099999998,0.93000001,0.02,23.139999,0.0099999998,63.639999,0.98006365435065,0.198683752281986,-2.20999989
-1.01,0,22,0,1597.73,178.23,1598.86,178.5,45.439999,0.41999999,41.220001,0.13,65.059998,0.50999999,63.869999,1.13,68.419998,0.89999998,49.860001,0.56,57.32,0.31,262.72,0.16,248.28999,0.1,50.009998,0.0099999998,15.21,1.71,38,0.029999999,262.72,-0.929067959838456,-0.369909078020004,743.359
-1,0,30,0,1538.5601,104.85,1539.9301,105.01,47.959999,0.31,41.279999,0.1,63.59,0.57999998,61.950001,0.33000001,67.080002,0.38,50.439999,0.19,56.009998,0.1,205.22,0.029999999,206.08,0.41999999,50,0.0099999998,14.65,1,40,0.07,205.22,-0.43962567230024,-0.898181088786978,510.422989
-1,0,30,0,1001.68,2.77,1002.32,2.77,43.759998,0.70999998,41.849998,0.51999998,63.27,0.79000002,59.630001,0.11,61.970001,0.07,55.18,0.079999998,57.009998,0.079999998,53.759998,0.76999998,48.610001,0.02,50.02,0.0099999998,9.5200005,0.029999999,36.939999,0.050000001,53.759998,0.750226490439137,0.661180923078831,95.6570033
-1,0,31,0,1535.3199,59.740002,1536.79,59.830002,46.490002,0.34999999,40.810001,0.090000004,62.610001,0.58999997,64.209999,0.14,68.800003,0.16,51.150002,0.18000001,56.990002,0.090000004,214,0.090000004,221.2,0.16,50,0.0099999998,14.62,0.56999999,40.490002,0.039999999,214,-0.65868946011868,-0.752414908895724,497.608
-0.47999999,1.6,21,0.0099999998,1770.71,74.309998,1772.66,74.449997,37.299999,0.69,36.450001,0.28999999,61.099998,0.89999998,62.700001,0.62,70.419998,0.41,46.049999,0.44999999,55.549999,0.33000001,194.25,0.34999999,194.97,0.11,50.009998,0.0099999998,16.879999,0.70999998,35.599998,0,194.25,-0.258313252067311,-0.966061211210972,1063.074033
-1.01,0,7,0,1648.03,80.989998,1649.6899,81.150002,40.41,0.23999999,38.560001,0.15000001,63.740002,0.62,63.349998,1.13,70.550003,0.56999999,49.080002,3.0999999,57.73,0.69,16.440001,0.68000001,8.3900003,0.02,49.970001,0.0099999998,15.7,0.77999997,25.709999,0.090000004,16.440001,0.145910370924177,0.989297813429692,651.575
-1,0,33.299999,0.40000001,1410.86,132.89,1411.3101,133.06,45.279999,0.40000001,45.189999,0.14,62.470001,0.66000003,63.98,0.38999999,68.07,0.33000001,49.650002,0.20999999,56.419998,0.16,254.81,0.13,250.38,0.23999999,50,0.02,13.42,1.27,42.400002,0.050000001,254.81,-0.941940300708791,-0.335780389392581,412.720989
-1.01,0,20,0,1018.6,40.150002,1019.07,40.220001,42.720001,0.27000001,38.880001,0.31,54.59,0.43000001,55.91,1.33,58.080002,1.75,52.68,0.25,54.240002,0.23,320.45999,0.079999998,301.14999,0.11,50.009998,0.0099999998,9.6800003,0.38,30.280001,0.090000004,320.45999,-0.855816088533416,0.517280216717559,103.9619978
-0.99000001,0.14,13,0,1775.72,54.169998,1778,54.279999,36.580002,0.77999997,36.139999,0.46000001,59.07,0.79000002,62.68,0.31,70.389999,0.28999999,47.450001,1.26,55.380001,0.23999999,172.28999,1.16,170.55,0.079999998,50.040001,0.0099999998,16.93,0.51999998,33.48,0.050000001,172.28999,0.164186846568863,-0.986429257176495,1044.836011
-0.76999998,0.61000001,27.450001,0.41999999,1743.23,82.879997,1744.29,83,39.27,0.17,41.860001,0.1,64.040001,0.56,66.019997,0.60000002,70.360001,0.27000001,49.509998,0.2,56.900002,0.2,178.88,0.079999998,179.67999,0.15000001,49.990002,0.0099999998,16.610001,0.80000001,40.5,0.07,178.88,0.00558519910103136,-0.999984402653862,1150.50189
89.989998,0,33,0,2.54,0.0099999998,-0.0099999998,0,43.080002,0.079999998,39.650002,0.1,48.939999,0.07,42.259998,0.090000004,44.59,0.02,42.93,0.11,45.900002,0.28,83.389999,0.029999999,110.65,0.079999998,50,0.0099999998,0,0,33.099998,0,83.389999,0.935752139592401,-0.352658380374328,-2.155
